Branch Name,Invoice Number,Invoice Date,Customer ID,NAMECUST,Address,0 - 3 days,4 - 10 days,11 - 15 days,16+ days
BOG,SKINV320-459682     ,20200608.0,32081101781,Gori Medicial Store                                         ,Mohastan Bus Stand Shibganj Bogra                           ,36926.55,,,
BOG,SKINV320-463466     ,20200615.0,32081103011,Bondhon Medical Store                                       ,Islampur Road Naogaon                                       ,,22575.83,,
BOG,SKINV320-464493     ,20200616.0,90000034154,Health Care Center Clinic & Diagnostic                      ,"Syeed Ahmed College,Gabtali                                 ",,,,12315.2
BOG,SKINV320-466119     ,20200618.0,32091102076,Anzida Pharmacy                                             ,Naruly Infront of Gorostan Subgram Bogra                    ,,,11836.82,
BOG,SKINV320-466236     ,20200618.0,32091106699,Rahat Pharmacy                                              ,Porpur Bazar Sonatola Bogra                                 ,,,10097.65,
BOG,SKINV320-470003     ,20200624.0,32081002366,Shahera Pharmacy                                            ,Gopinathpur Bazar Akkelpur Joypurhat                        ,,,,19880.9
BOG,SKINV320-472397     ,20200629.0,32081101808,Shajib Pharmacy                                             ,Baizid Nagor Sonatola Bogra                                 ,,,,11994.46
BOG,SKINV320-474928     ,20200704.0,32081101782,Maa Pharmacy                                                ,Bostul Bazar Tarash SIrajgonj                               ,,,,4902.75
BOG,SKINV320-459936     ,20200609.0,32091106957,Audersho Medical Hall                                       ,Shema Bari Chandaikona Sherpur                              ,4956.23,,,
BOG,SKINV320-459993     ,20200609.0,32081100435,Sheba Medical Store                                         ,Abadpukur Bazar Abadpukur Bogra                             ,5000.53,,,
BOG,SKINV320-461967     ,20200613.0,32091106818,Momota Medical Store                                        ,Chandipur Bazar Naogaon Naogaon                             ,,5380.66,,
BOG,SKINV320-464862     ,20200616.0,3208110919,Habib Pharmacy                                              ,Station Road Santaher                                       ,,9968.01,,
BOG,SKINV320-465188     ,20200617.0,32091106812,Atia Medicine Corner                                        ,Dr Mohiuddin  Polas Brendabon Para Bogra                    ,,,9959.54,
BOG,SKINV320-467301     ,20200620.0,90000001842,Tasnim Health Care                                          ,"Zamilnagor,Bogura Town                                      ",,,5915.74,
BOG,SKINV320-470220     ,20200624.0,32081001568,Hamdan Pharmacy                                             ,Shibgonj Bazar Shibgonj Bogra                               ,,,,10112.86
BOG,SKINV320-470456     ,20200625.0,32081000615,Chand Medical Store                                         ,Farshipara Bazar Dhamurhat Naogaon                          ,,,,10038.59
BOG,SKINV320-472237     ,20200629.0,32081001189,Maa Pharmacy                                                ,Hospital Gate Sonatola Bogra                                ,,,,9669.0
BOG,SKINV320-472641     ,20200629.0,32091106855,Shithila Pharmacy                                           ,Baola Bazar Atrai Naogaon                                   ,,,,4974.6
BOG,SKINV320-472837     ,20200630.0,90000015471,Ruzi Pharmacy                                               ,Tilokpur Adamdighi                                          ,,,,7934.33
BOG,SKINV320-473508     ,20200701.0,32081102506,Polly Clinic                                                ,Dr Hafizar Rahman Omardighi Bogra                           ,,,,5029.87
BOG,SKINV320-459725     ,20200609.0,32081100180,Lubna Medical Hall                                          ,Baruhash Bazar Tarash Sirajgonj                             ,4486.95,,,
BOG,SKINV320-469822     ,20200624.0,32081106336,Rohit Pharmacy                                              ,Ranirhat Bazar Nandigram Bogra                              ,,,,5065.23
BOG,SKINV320-470870     ,20200626.0,32081102349,Satota Medical Store                                        ,Muslimgonj Kalai Joypurhat                                  ,,,,9972.82
BOG,SKINV320-470966     ,20200626.0,32091101949,Trisha Pharmacy                                             ,Sawal Bazar Adamdighi Bogra                                 ,,,,5024.32
BOG,SKINV320-471346     ,20200627.0,32091106678,Mostofa Medical Store                                       ,Hospital Gate Sariakandi                                    ,,,,3004.72
BOG,SKINV320-471936     ,20200628.0,32091105622,Hasna Pharmacy                                              ,Hospital Gate Sherpur Bogra                                 ,,,,12161.46
BOG,SKINV320-472253     ,20200629.0,32081100430,Maa Medicine Store                                          ,Varandi Bazer Mithapukur Joypurhut                          ,,,,10063.83
BOG,SKINV320-473531     ,20200701.0,90000005447,Armed Police Battalion Pharmacy                             ,"Hakir More,Bogura city                                      ",,,,17687.5
BOG,SKINV320-475121     ,20200704.0,90000015707,Medicine Corner                                             ,Bypus More Naogaon                                          ,,,,6021.66
BOG,SKINV320-469395     ,20200623.0,32081000794,Ashik Pharmacy                                              ,Bottoli Joypurhut Joypurhut                                 ,,,,12025.77
BOG,SKINV320-470751     ,20200626.0,32081001717,Sotota Pharmacy                                             ,Ghat par Sherpur Sherpur Bogra                              ,,,,19763.15
BOG,SKINV320-471248     ,20200627.0,32091106514,Doctors Pharmacy                                            ,Fulpukuria Gobindagfonj Gaibanda                            ,,,,9964.35
BOG,SKINV320-472779     ,20200630.0,32081000306,T M S S Hospital                                            ,Thangamara Bagopara Bogra                                   ,,,,71368.07
BOG,SKINV320-472962     ,20200630.0,32081102587,Rahat Pharmacy                                              ,Hospital Road Sariakandi Bogra                              ,,,,12024.05
BOG,SKINV320-473372     ,20200701.0,32081100069,Siratul Pharmacy                                            ,Panchshira Bazar Panchshira Joypurhat                       ,,,,10096.39
BOG,SKINV320-475099     ,20200704.0,32081001237,Morsheda Medical Store                                      ,Kadoa Bazar Naogaon Naogaon                                 ,,,,14608.93
BOG,SKINV320-458673     ,20200607.0,32081001070,Sreema Pharamcy                                             ,C O: Dr Bipul Chandra Roy Chelopara Bogra town Bogra        ,,,,12000.67
BOG,SKINV320-461444     ,20200612.0,32081103244,Mondol Pharmacy                                             ,Kanto Nogor Dhunot Bogra                                    ,,4911.41,,
BOG,SKINV320-465108     ,20200617.0,32081100100,Uzzal Pharmacy                                              ,Madla Bazar Madla Bogra                                     ,,,9900.43,
BOG,SKINV320-465555     ,20200617.0,32081101276,Salim Medical Store                                         ,Zhorgasa Bazar Golabari Bogra                               ,,,14887.88,
BOG,SKINV320-469807     ,20200624.0,90000028825,Saddam pharmacy                                             ,"Hazipara,parsombari,Bodalgasi                               ",,,,5016.98
BOG,SKINV320-470719     ,20200626.0,32081002297,Sandha Pharamcy                                             ,Punchbibi Bazar Joypurhat                                   ,,,,5004.4
BOG,SKINV320-472093     ,20200629.0,32091106036,Dr Sobuj Ali                                                ,Bandaikhra Bazar Bandaikahara Naogaon                       ,,,,2000.0
BOG,SKINV320-472152     ,20200629.0,90000004814,Islami Hospital Pharmacy                                    ,"Mofiz Paglarmoor,Bogura City                                ",,,,12001.0
BOG,SKINV320-472349     ,20200629.0,32081001069,Saleha Pharamcy                                             ,Railgate Sonatola Bogra                                     ,,,,30104.15
BOG,SKINV320-472368     ,20200629.0,32081101094,Sarker Pharmacy                                             ,Panchbibi Bazar Panchbibi Joypurhat                         ,,,,13853.78
BOG,SKINV320-473009     ,20200630.0,32091105594,Ismail Pharmacy                                             ,Amtola Tarash Sirajgonj                                     ,,,,6888.14
BOG,SKINV320-474217     ,20200703.0,90000010328,Monnojan pharmacy                                           ,kollanpur Bazar dupchachia                                  ,,,,6019.52
BOG,SKINV320-460017     ,20200609.0,32091106590,Zonaki Pharmacy                                             ,Boroitoli Joypurhat                                         ,8250.89,,,
BOG,SKINV320-460069     ,20200609.0,32091106268,Mostofa Pharmacy                                            ,Solonga Solonga Sirajgonj                                   ,4926.21,,,
BOG,SKINV320-460912     ,20200610.0,320811001050,Town Medical Store                                          ,Gobindagonj Town Gobindhagonj                               ,,34874.5,,
BOG,SKINV320-462658     ,20200613.0,32081000996,Dr Rafiqul Islam                                            ,Daridhaha Bazar Fashitola Gabindoganj                       ,,10054.65,,
BOG,SKINV320-464822     ,20200616.0,32081002713,Lucky Pharmacy                                              ,Adamdighi Bazar Adamdighi Naogaon                           ,,4948.89,,
BOG,SKINV320-468774     ,20200622.0,32081000366,Joy Pharmacy                                                ,Panchbibi Panchbibi Thana Joypurhat                         ,,,,4043.89
BOG,SKINV320-469809     ,20200624.0,32081101030,Adarsho Phermacy                                            ,Ranirhat Sherpur Bogra                                      ,,,,12084.13
BOG,SKINV320-470173     ,20200624.0,32081001755,Ripa Pharmacy                                               ,Trimohoni Bazar Nondigram Bogra                             ,,,,7897.5
BOG,SKINV320-472486     ,20200629.0,32081103214,Ajoy Medical Store                                          ,Dhunat Bazar Dhunat Bogra                                   ,,,,9960.96
BOG,SKINV320-474585     ,20200704.0,32081100180,Lubna Medical Hall                                          ,Baruhash Bazar Tarash Sirajgonj                             ,,,,4905.7
BOG,SKINV320-474708     ,20200704.0,32091105928,Jhuma Pharmacy                                              ,Nischintopur Charmatha Bogra                                ,,,,5846.52
BOG,SKINV320-474974     ,20200704.0,32081101677,Salauddin Medical Store                                     ,Koritola Bazar Golabari Bogra                               ,,,,10046.85
BOG,SKINV320-458788     ,20200607.0,90000009157,Dadu Pharmacy                                               ,Langra Bazar Ghoradhap                                      ,4986.86,,,
BOG,SKINV320-458794     ,20200607.0,32081101030,Adarsho Phermacy                                            ,Ranirhat Sherpur Bogra                                      ,1987.72,,,
BOG,SKINV320-460385     ,20200610.0,32091106372,Rawshan Medical Store                                       ,Vanderpur Bazar Akkelpur Joypurhat                          ,,6096.9,,
BOG,SKINV320-462563     ,20200613.0,32081101184,Zahid Pharmacy                                              ,Sariakandi Sariakandi Bogra                                 ,,5072.65,,
BOG,SKINV320-465529     ,20200617.0,32081000248,Shorbomongla Pharmacy                                       ,Sherpur hat Sherpur Bogra                                   ,,,13835.93,
BOG,SKINV320-465658     ,20200617.0,32081102000,Fatema Pharmacy                                             ,"Panchbibi Bazar,Joypurhat                                   ",,,14497.68,
BOG,SKINV320-467041     ,20200620.0,32091105468,Mahmuda Chikitshaloy                                        ,Dhawa Para  Sariakandi Road Bogra Town Bogra                ,,,8930.6,
BOG,SKINV320-468183     ,20200621.0,32081000453,New Medical Store                                           ,Sader Road Joypurhat Town Joypurhat                         ,,,10034.7,
BOG,SKINV320-470189     ,20200624.0,90000004082,Forhat Pharmacy                                             ,Anantopur Bazar Akkelpur                                    ,,,,5907.94
BOG,SKINV320-470268     ,20200625.0,32091101884,Mohastan Clinic                                             ,Mohastan Shibgonj Bogra                                     ,,,,2500.0
BOG,SKINV320-471072     ,20200627.0,90000014796,Suzala Medical Hall                                         ,Hatfulbari Bazar Sariyakandi                                ,,,,12080.72
BOG,SKINV320-472986     ,20200630.0,32081102486,Romisa Pharmacy                                             ,Sariakandi Bazar Sariakandi Bogra                           ,,,,3003.1
BOG,SKINV320-475083     ,20200704.0,32091105873,Maa Pharmacy                                                ,Amtola Tarash Sirajgonj                                     ,,,,5078.38
BOG,SKINV320-460372     ,20200610.0,90000022065,Uttaron Pharmacy                                            ,"Khan Market,Merina Road,Bogura                              ",,14913.83,,
BOG,SKINV320-460640     ,20200610.0,32081000237,Asma Medical Store                                          ,Main Road Sherpur Bogra                                     ,,8085.52,,
BOG,SKINV320-460903     ,20200610.0,32081100623,Rahman Pharmacy                                             ,Ghoragat Bazar Gobindhagonj                                 ,,7969.8,,
BOG,SKINV320-463158     ,20200614.0,32081100983,Mukul Medical Store                                         ,Ponditpukur Nondigrame Bogra                                ,,4929.94,,
BOG,SKINV320-466395     ,20200619.0,32081102366,Al Imran Pharamcy                                           ,Bihigram Adamdighi Bogra                                    ,,,4926.76,
BOG,SKINV320-470182     ,20200624.0,90000015134,Nobir Uddin First Aid Center                                ,Modhupur Bazar Khetlal                                      ,,,,3904.05
BOG,SKINV320-470385     ,20200625.0,32081002066,Estern Pharmacy                                             ,Sonatola Bazar Sonatola Bogra                               ,,,,9963.52
BOG,SKINV320-470768     ,20200626.0,32081100224,New Mehedi Pharmacy                                         ,Puranopoll Bazar Puranopoll Joypurhat                       ,,,,6068.21
BOG,SKINV320-471157     ,20200627.0,32081102839,Snaha Samiha Pharmacy                                       ,Akkelpur Akkelpur Joypurhat                                 ,,,,4995.92
BOG,SKINV320-471719     ,20200628.0,90000028122,Madilab Clinic & Diagnostic Center                          ,"Khejur Tola Main road,Sherpur                               ",,,,83864.25
BOG,SKINV320-471951     ,20200628.0,32081000132,Sawdagor Medical Store                                      ,Sadar Road Joypurhat Town Joypurhat                         ,,,,11968.31
BOG,SKINV320-474845     ,20200704.0,32081102792,Mollah Medical Store                                        ,Gostohati More Naogaon Naogaon                              ,,,,4999.84
BOG,SKINV320-460021     ,20200609.0,32091105669,Maa Pharmacy                                                ,Bamonpara 4 Matha Joypurhat                                 ,1947.57,,,
BOG,SKINV320-460418     ,20200610.0,32091105798,Nupur Pharmacy                                              ,Dharmopur Bazar Gobindogonj Gobindogonj                     ,,4017.0,,
BOG,SKINV320-461954     ,20200613.0,32091106824,Jonok Medical Store                                         ,Ananda Bazer Naogoan Naogoan                                ,,4990.84,,
BOG,SKINV320-464767     ,20200616.0,32081100748,Kanon Pharmacy                                              ,Gabtoli Gabtoli Bogra                                       ,,14082.47,,
BOG,SKINV320-466223     ,20200618.0,32081100923,Adarsha Medical Store                                       ,Pakortoli Bazar Jamalgonj Road  Akkelpur Joypurhat          ,,,9935.74,
BOG,SKINV320-467000     ,20200620.0,32081102507,Alamgir Pharmacy                                            ,Nepaltoli Sariakandi Bogra                                  ,,,9934.76,
BOG,SKINV320-470492     ,20200625.0,32091105993,S R Drugs                                                   ,Aziz Mension Bogra City Bogra                               ,,,,11984.72
BOG,SKINV320-470603     ,20200625.0,32081100667,Turjo Pharmacy                                              ,Mohastan Shibgonj Bogra                                     ,,,,9796.07
BOG,SKINV320-471682     ,20200628.0,32081105619,Maa Pharmacy                                                ,Karaihat Nandigram Bogra                                    ,,,,5916.65
BOG,SKINV320-471972     ,20200628.0,32081101621,Mamon Medical Store                                         ,Dhamurhat Dhamurhat Naogaon                                 ,,,,5109.86
BOG,SKINV320-472417     ,20200629.0,32081000354,Janota Medical Store                                        ,Bandaikhara Naogaon Naogaon                                 ,,,,10000.0
BOG,SKINV320-472492     ,20200629.0,32091106313,Janoni Medical Store                                        ,Dhunot Bazar Dhunot Bogra                                   ,,,,4986.31
BOG,SKINV320-472849     ,20200630.0,32091106530,Mannan Pharmacy                                             ,Khan Market Bogra City Bogra                                ,,,,27004.22
BOG,SKINV320-473113     ,20200701.0,32091105862,Sarker Pharmacy                                             ,Bagda Bazar Gobindoganj                                     ,,,,4769.68
BOG,SKINV320-460678     ,20200610.0,32091106634,Sozol Pharmacy                                              ,Amtoli Shibgonj Bogra                                       ,,7054.43,,
BOG,SKINV320-460698     ,20200610.0,32081103590,Lazly Pharma                                                ,Maloncha Bazar Bogra                                        ,,3894.7,,
BOG,SKINV320-460958     ,20200610.0,32081100069,Siratul Pharmacy                                            ,Panchshira Bazar Panchshira Joypurhat                       ,,10036.4,,
BOG,SKINV320-462831     ,20200614.0,90000004874,Misbah Pharmacy                                             ,Valsun Bazar                                                ,,11933.53,,
BOG,SKINV320-465080     ,20200617.0,32081000327,General Manager Bangladesh Bank                             ,Bogra Branch Sherpur Road Bogra Town                        ,,,,15895.54
BOG,SKINV320-465460     ,20200617.0,90000012878,Al Galib Medical Store                                      ,Fotepur Naogaon                                             ,,,11962.44,
BOG,SKINV320-465632     ,20200617.0,90000029325,Mondal Pharmacy                                             ,"Gupinathpur,Akkelpur,                                       ",,,10056.64,
BOG,SKINV320-467978     ,20200621.0,32081000278,Aroggya Nikaton                                             ,Fulbari College Station Bogra Town                          ,,,19957.25,
BOG,SKINV320-468837     ,20200622.0,3209110455,Bondhon Clinic                                              ,Panchbibi Bazar Panchbibi Joypurhat                         ,,,,11877.39
BOG,SKINV320-469226     ,20200623.0,32081101076,Mondol Pharmacy                                             ,Amtoli Bazar Mazira Bogra Bogra                             ,,,,19849.51
BOG,SKINV320-469597     ,20200624.0,32081102722,Dr Shafiqul Islam                                           ,Atail Bazer Nondigram Bogra                                 ,,,,7898.37
BOG,SKINV320-470240     ,20200624.0,90000011255,Shorna Medical store                                        ,"Hapania,Naogaon                                             ",,,,10134.95
BOG,SKINV320-470729     ,20200626.0,90000021363,Doshrot Pharmacy                                            ,"khanpukur bazar,Raninagar                                   ",,,,3696.29
BOG,SKINV320-470783     ,20200626.0,32081100679,Manju Pharmacy                                              ,Charmatha Berakhi Panchbibi Joypurhat                       ,,,,9920.7
BOG,SKINV320-472531     ,20200629.0,32081102348,Badesh Khan Pharmacy                                        ,Amdoi Bazar Kalai Joypurhat                                 ,,,,4931.64
BOG,SKINV320-472982     ,20200630.0,32091102196,Surma Clinic                                                ,Adamdighi  Hospital Gate Adamdighi Bogra                    ,,,,59903.98
BOG,SKINV320-473104     ,20200701.0,32091102027,Khandoker Medical Store                                     ,Staff Quarter Bottola Bogra                                 ,,,,24520.05
BOG,SKINV320-474639     ,20200704.0,90000007751,Sakil Pharmacy                                              ,"Gulta,Tarash,Sirajgonj                                      ",,,,4972.53
BOG,SKINV320-459265     ,20200608.0,32081101844,Ferdous Pharmacy                                            ,Pasombarei Akkelpur Joypurhat                               ,2097.19,,,
BOG,SKINV320-465637     ,20200617.0,32081102203,Bristi Pharmacy                                             ,Ranigonj Bazar Mohimaganj Gobindhagonj                      ,,,28537.59,
BOG,SKINV320-469157     ,20200623.0,32081103075,Momota Pharmacy                                             ,Tillokpur East Bazar Tillokpur Shantahar                    ,,,,3052.29
BOG,SKINV320-470347     ,20200625.0,90000001966,Popular Medicine Corner  Model Pharmacy                     ,Thonthonia Sherpur Road                                     ,,,,20651.72
BOG,SKINV320-470749     ,20200626.0,32081100702,Shema And Rajoni Pharmacy                                   ,Mostafapur Bazar Dupchachia Bogra                           ,,,,10201.26
BOG,SKINV320-470979     ,20200626.0,32081002047,Protiva Clinic                                              ,Santaher Adomdighi Bogra                                    ,,,,58988.72
BOG,SKINV320-471219     ,20200627.0,90000008448,Susasto Clinic & Diagnostic                                 ,Khander Bazar Bogra                                         ,,,,5235.32
BOG,SKINV320-472530     ,20200629.0,90000008746,Imon Pharmacy                                               ,"Atrai Bazar,Atrai,Naogaon                                   ",,,,5914.77
BOG,SKINV320-472983     ,20200630.0,32081101213,Bismillah Pharmay                                           ,Sholonga Bazar Sholonga Sirajgonj                           ,,,,10011.42
BOG,SKINV320-474401     ,20200703.0,32091105673,Dr Abdul Jalil                                              ,Ghat Tilokpur Santahar Bogra                                ,,,,7809.72
BOG,SKINV320-458497     ,20200607.0,32091102173,Rahman Pharmacy                                             ,"Rahman Market, Silimpur Bogra                               ",5014.37,,,
BOG,SKINV320-459818     ,20200609.0,32081002199,Rifah Pharamcy                                              ,Khudro Kustia Bazar Mazira Bogra                            ,5988.49,,,
BOG,SKINV320-460039     ,20200609.0,32081002044,Fahim Medical Store                                         ,"Main Road Santaher,Adamdighi,Bogura                         ",4961.16,,,
BOG,SKINV320-460799     ,20200610.0,90000012224,Bismillah Pharmacy                                          ,Sibpur Bazar Naogaon                                        ,,6994.06,,
BOG,SKINV320-463136     ,20200614.0,32081000731,Sumon Medical Store                                         ,Amtoli Shibgonj Bogra                                       ,,5946.44,,
BOG,SKINV320-465243     ,20200617.0,32081101106,Sheba Pharmacy                                              ,Chowmohoni Bazar Goradhap Bogra                             ,,,3893.4,
BOG,SKINV320-465269     ,20200617.0,32081103025,Bhai Bhai Pharmacy                                          ,Mirzapur Sherpur Bogra                                      ,,,5026.08,
BOG,SKINV320-465876     ,20200617.0,90000027729,Naogaon Trouma Centre & General Hospital                    ,"Doyal More,Naogaon                                          ",,,,32492.81
BOG,SKINV320-466938     ,20200620.0,32091106657,Habib Pharmacy                                              ,College Station Gabtoli Bogra                               ,,,4989.99,
BOG,SKINV320-471038     ,20200627.0,90000003778,Mariya Medical Hall                                         ,Dolla Plaza Bagbari                                         ,,,,9775.59
BOG,SKINV320-471781     ,20200628.0,32091106780,Anowara Pharmacy                                            ,Mongalbarihat Mongalbari Joypurhat                          ,,,,32036.1
BOG,SKINV320-472445     ,20200629.0,90000008275,Arafat Medical Store                                        ,Pachbibi Joypurhat                                          ,,,,3934.86
BOG,SKINV320-472496     ,20200629.0,320811000097,Molla Pharmacy                                              ,Chapapur Dupchachia Bogra                                   ,,,,5036.41
BOG,SKINV320-472726     ,20200630.0,3209110482,Sheba Medical Hall                                          ,Loxikhola Bazar Chandaikona Sirajgonj                       ,,,,9815.3
BOG,SKINV320-459872     ,20200609.0,32081102855,Ferdosi Pharmacy                                            ,Norshadpur Bazar Adamdighi Adamdighi                        ,10081.38,,,
BOG,SKINV320-463552     ,20200615.0,32081000365,Joywonti Pharmacy                                           ,Patchbibi Patchbibi Joypurhat                               ,,8140.84,,
BOG,SKINV320-464349     ,20200616.0,32091106020,Trisy Pharmacy                                              ,Matidali Bazar Bogra City Bogra                             ,,8015.42,,
BOG,SKINV320-465426     ,20200617.0,90000004814,Islami Hospital Pharmacy                                    ,"Mofiz Paglarmoor,Bogura City                                ",,,3001.0,
BOG,SKINV320-466172     ,20200618.0,90000022963,Mama Pharmacy                                               ,"Talghoria,Atrai,Naogaon                                     ",,,16293.08,
BOG,SKINV320-467853     ,20200621.0,32091105566,Bhai Bhai Pharmacy                                          ,Hakir More Bogra City Bogra                                 ,,,14689.5,
BOG,SKINV320-468177     ,20200621.0,32081000798,Shumvho Medical Store                                       ,Thana Road Nandigram Bogra                                  ,,,9991.3,
BOG,SKINV320-468658     ,20200622.0,32081001094,Aushod Bitan                                                ,Somes para Bazar Atrai Naogaon                              ,,,,9979.72
BOG,SKINV320-470696     ,20200626.0,32081100845,Eman Pharmacy                                               ,Kharnahat Mazira Bogra                                      ,,,,10025.79
BOG,SKINV320-471101     ,20200627.0,32081101557,Faruk Pharmacy                                              ,Belgachi Kollani Road Lokhi Khola Raygonj                   ,,,,9831.04
BOG,SKINV320-471966     ,20200628.0,32091105717,Aroggo Pharmacy                                             ,Chadmohat Paicortola Ghoradhap                              ,,,,8095.02
BOG,SKINV320-472061     ,20200629.0,32091106427,Babu Pharmacy                                               ,Chondihara Shibgonj Bogra                                   ,,,,5018.76
BOG,SKINV320-472422     ,20200629.0,32081100311,Maa Pharmacy                                                ,5 Matha Patchbibi Joypurhat                                 ,,,,8138.05
BOG,SKINV320-472670     ,20200630.0,32091102048,Akando pharmacy                                             ,Amtola Solonga Sirajgonj                                    ,,,,14512.05
BOG,SKINV320-472826     ,20200630.0,32081102818,Udoy Pharmacy                                               ,Kutubpur Sariakandi Bogra                                   ,,,,7103.98
BOG,SKINV320-474554     ,20200703.0,32081101869,Sadnan Pharmacy                                             ,Baro pathar Mazira Bogra                                    ,,,,6003.3
BOG,SKINV320-474791     ,20200704.0,32091106314,Pew Pharmacy                                                ,Bindabon Para Bogra                                         ,,,,9636.7
BOG,SKINV320-474961     ,20200704.0,32091106526,Borsha Pharmacy                                             ,Monggolbaria Bazar Tarash Sirajgonj                         ,,,,7897.25
BOG,SKINV320-460677     ,20200610.0,32081103186,Kafi Pharmacy                                               ,Kritipur Bazar Naogaon                                      ,,5942.28,,
BOG,SKINV320-460721     ,20200610.0,32081001114,Sufia Pharmacy                                              ,Koroihata Road Jhorgasa Golabari                            ,,10166.45,,
BOG,SKINV320-460969     ,20200611.0,32081000689,Medicine Point                                              ,Nawabbari Road Bogra Town Bogra                             ,,5986.14,,
BOG,SKINV320-461018     ,20200611.0,32081106306,Hridoy Pharamcy                                             ,Pakulla Bazar Sonatola Bogra                                ,,10067.84,,
BOG,SKINV320-468761     ,20200622.0,32081000185,Monju Pharmacy                                              ,Matajihat Badalgachi Naogaon                                ,,,,3021.09
BOG,SKINV320-471609     ,20200628.0,32091102062,Forida Aushod Ghore                                         ,Namaj Gore Bogra City Bogra                                 ,,,,4896.14
BOG,SKINV320-472179     ,20200629.0,32081002708,Holli Family                                                ,Main Road Naogaon Town Naogaon                              ,,,,12294.89
BOG,SKINV320-472194     ,20200629.0,32091105882,Bhai Bhai Pharmacy                                          ,Ataikola Bazar Raninogore Naogaon                           ,,,,4911.37
BOG,SKINV320-472748     ,20200630.0,90000007470,Kabbo Pharmacy                                              ,"Syelgachi Bazar,Naogaon                                     ",,,,3995.05
BOG,SKINV320-474275     ,20200703.0,32081100732,As Shefa Medical Store                                      ,Hospitalgate Dhunot Bogra                                   ,,,,4989.3
BOG,SKINV320-474867     ,20200704.0,3209110360,Star Medicine Corner                                        ,Gostohatir More Naogaon Town Naogaon                        ,,,,11876.83
BOG,SKINV320-462548     ,20200613.0,32091106517,Rahman Medicine Corner                                      ,Kazir More Naogaon Town Naogaon                             ,,12009.7,,
BOG,SKINV320-463988     ,20200615.0,32081101100,Nilufa Pharmacy                                             ,Mirgram Bazar Joypurhat                                     ,,8318.04,,
BOG,SKINV320-466145     ,20200618.0,32081002025,Fahi Medical Store                                          ,Aziz Mansion Bogra                                          ,,,14668.74,
BOG,SKINV320-468137     ,20200621.0,32081002217,City Pharmacy                                               ,Nandigram Bazar Bogra                                       ,,,9859.97,
BOG,SKINV320-469746     ,20200624.0,32081000409,Popular Medical And Surgical                                ,Thanthana Sherpur Road Bogra                                ,,,,11927.01
BOG,SKINV320-470680     ,20200626.0,32081001460,Afrina Pharmacy                                             ,Sonahata Dhunot Bogra                                       ,,,,5198.38
